45.658,-51.331,125.22,-3.447
45.118,-51.303,125.45,-3.2483
44.537,-51.288,125.64,-3.069
43.948,-51.275,125.83,-2.8983
43.351,-51.264,126,-2.7365
42.746,-51.253,126.16,-2.5837
42.133,-51.244,126.32,-2.44
41.513,-51.235,126.46,-2.3056
40.884,-51.228,126.59,-2.1806
40.248,-51.221,126.71,-2.0651
39.604,-51.216,126.83,-1.9592
38.953,-51.21,126.93,-1.863
38.294,-51.206,127.02,-1.7767
37.628,-51.202,127.1,-1.7003
36.955,-51.199,127.17,-1.6339
36.275,-51.197,127.23,-1.5775
35.588,-51.195,127.27,-1.5313
34.895,-51.193,127.31,-1.4952
34.195,-51.192,127.34,-1.4693
33.489,-51.191,127.36,-1.4536
32.777,-51.191,127.36,-1.4482
32.059,-51.191,127.36,-1.453
31.336,-51.192,127.34,-1.4681
30.607,-51.193,127.31,-1.4934
29.873,-51.194,127.28,-1.5289
29.134,-51.196,127.23,-1.5745
28.391,-51.199,127.17,-1.6303
27.644,-51.202,127.1,-1.6961
26.892,-51.206,127.02,-1.772
26.137,-51.21,126.93,-1.8577
25.378,-51.215,126.83,-1.9533
24.616,-51.221,126.72,-2.0586
23.851,-51.227,126.6,-2.1735
23.084,-51.235,126.47,-2.298
22.314,-51.243,126.32,-2.4319
21.542,-51.252,126.17,-2.575
20.769,-51.263,126.01,-2.7273
19.994,-51.275,125.84,-2.8884
19.218,-51.288,125.65,-3.0587
18.44,-51.3,125.46,-3.2383
17.663,-51.317,125.26,-3.4252
16.887,-51.343,125.04,-3.6182
16.108,-51.355,124.82,-3.8244
15.326,-51.344,124.61,-4.0473
14.553,-51.39,124.35,-4.2592
13.797,-51.53,124.02,-4.4467
13.008,-51.469,123.82,-4.7124
12.157,-51.068,123.82,-5.1101
11.443,-51.417,123.34,-5.2449
10.97,-53.034,122.02,-4.9448
9.9868,-51.91,122.48,-5.6112
8.1781,-44.244,126.25,-9.5074
9.4973,-35.459,127.43,-17.114
16.131,-34.705,120.46,-24.837
21.315,-41.456,109.57,-28.97
22.354,-49.274,105.04,-25.689
21.59,-55.123,104.94,-19.939
21.384,-56.572,105.02,-18.408
21.54,-55.506,104.97,-19.528
21.181,-55.128,104.9,-19.969
20.479,-55.429,104.86,-19.714
19.865,-55.555,104.79,-19.654
19.344,-55.5,104.72,-19.784
18.796,-55.496,104.63,-19.872
18.222,-55.544,104.54,-19.918
17.653,-55.582,104.44,-19.982
17.089,-55.609,104.33,-20.066
16.524,-55.642,104.21,-20.152
15.955,-55.681,104.08,-20.241
15.386,-55.723,103.94,-20.337
14.817,-55.766,103.79,-20.44
14.248,-55.812,103.64,-20.549
13.677,-55.861,103.48,-20.664
13.107,-55.913,103.3,-20.784
12.537,-55.967,103.12,-20.911
11.966,-56.025,102.93,-21.043
11.396,-56.085,102.73,-21.182
10.825,-56.149,102.53,-21.326
10.256,-56.215,102.31,-21.476
9.686,-56.284,102.08,-21.632
9.117,-56.356,101.85,-21.794
8.5485,-56.431,101.61,-21.961
7.9809,-56.509,101.36,-22.134
7.4141,-56.59,101.1,-22.312
6.8482,-56.675,100.83,-22.496
6.2833,-56.762,100.55,-22.685
5.7196,-56.853,100.27,-22.88
5.1571,-56.946,99.973,-23.081
4.596,-57.043,99.671,-23.286
4.0363,-57.143,99.359,-23.497
3.4781,-57.246,99.04,-23.714
2.9215,-57.353,98.711,-23.935
2.3666,-57.463,98.375,-24.162
1.8134,-57.576,98.029,-24.394
1.2622,-57.693,97.676,-24.631
0.71329,-57.814,97.313,-24.873
0.16581,-57.937,96.942,-25.121
-0.38077,-58.063,96.562,-25.375
-0.92306,-58.194,96.174,-25.631
-1.4587,-58.332,95.782,-25.885
-1.9997,-58.468,95.375,-26.157
-2.5547,-58.596,94.945,-26.459
-3.0791,-58.748,94.531,-26.721
-3.5405,-58.946,94.165,-26.889
-4.1025,-59.075,93.695,-27.23
-4.8833,-59.057,92.993,-27.95
-5.2869,-59.3,92.654,-28.046
-4.8632,-60.115,93.138,-26.747
-5.8191,-59.974,92.244,-27.782
-9.585,-57.253,88.063,-34.684
-7.9201,-49.791,92.762,-37.447
11.648,-36.649,116.01,-27.336
42.279,-33.265,129.63,-17.109
51.637,-41.557,128.59,-9.8535
46.589,-50.374,125.68,-3.9442
44.118,-52.998,124.44,-2.5648
45.483,-51.571,125.14,-3.2848
45.748,-50.883,125.25,-3.8639
44.721,-51.297,124.71,-3.9948
43.926,-51.518,124.27,-4.2143
43.481,-51.447,124,-4.5483
42.98,-51.429,123.71,-4.8639
42.389,-51.492,123.36,-5.1524
41.818,-51.544,123.01,-5.4478
41.276,-51.577,122.67,-5.7523
40.733,-51.615,122.33,-6.0571
40.187,-51.662,121.98,-6.3617
39.646,-51.709,121.62,-6.6681
39.111,-51.758,121.27,-6.9766
38.58,-51.809,120.91,-7.2864
38.052,-51.862,120.54,-7.5975
37.527,-51.918,120.17,-7.91
37.007,-51.976,119.8,-8.2239
36.491,-52.037,119.42,-8.5391
35.979,-52.099,119.05,-8.8555
35.47,-52.164,118.66,-9.1732
34.966,-52.232,118.28,-9.4921
34.465,-52.302,117.89,-9.8122
33.969,-52.374,117.49,-10.134
33.476,-52.448,117.1,-10.456
32.987,-52.525,116.7,-10.779
32.503,-52.605,116.29,-11.104
32.022,-52.687,115.88,-11.43
31.545,-52.771,115.47,-11.756
31.072,-52.858,115.06,-12.084
30.603,-52.947,114.64,-12.413
30.138,-53.038,114.22,-12.743
29.677,-53.132,113.79,-13.073
29.219,-53.229,113.37,-13.405
28.766,-53.328,112.93,-13.738
28.316,-53.429,112.5,-14.071
27.87,-53.533,112.06,-14.406
27.428,-53.639,111.62,-14.741
26.99,-53.748,111.17,-15.077
26.555,-53.859,110.73,-15.415
26.125,-53.971,110.27,-15.755
25.698,-54.088,109.82,-16.093
25.273,-54.212,109.36,-16.427
24.854,-54.332,108.9,-16.77
24.443,-54.434,108.43,-17.134
24.03,-54.565,107.96,-17.471
23.602,-54.775,107.49,-17.734
23.201,-54.888,107.02,-18.097
22.873,-54.723,106.54,-18.74
22.46,-54.925,106.05,-19.021
21.787,-56.168,105.55,-18.282
21.453,-56.074,105.07,-18.859
22.133,-51.518,104.73,-23.753
22.027,-44.09,107.21,-28.705
18.219,-36.366,116.88,-26.75
11.31,-34.083,126.14,-19.78
8.1025,-41.061,127.27,-11.673
9.4663,-50.091,123.52,-6.3904
10.337,-53.235,121.74,-5.0233
9.9862,-51.959,122.51,-5.5274
9.6662,-51.184,122.47,-6.3444
9.6112,-51.65,121.35,-7.0049
9.5329,-52.003,120.32,-7.678
9.3888,-52.037,119.58,-8.3831
9.2548,-52.111,118.81,-9.079
9.1423,-52.282,117.96,-9.7603
9.0309,-52.453,117.11,-10.438
8.9176,-52.609,116.28,-11.113
8.8076,-52.776,115.44,-11.784
8.7015,-52.957,114.59,-12.451
8.5978,-53.144,113.74,-13.114
8.4963,-53.338,112.89,-13.774
8.3972,-53.54,112.03,-14.43
8.3005,-53.75,111.17,-15.084
8.206,-53.966,110.3,-15.735
8.1136,-54.19,109.43,-16.384
8.0233,-54.421,108.55,-17.03
7.935,-54.659,107.67,-17.675
7.8486,-54.904,106.78,-18.318
7.7641,-55.156,105.89,-18.959
7.6814,-55.415,104.99,-19.599
7.6004,-55.68,104.08,-20.238
7.5211,-55.952,103.17,-20.876
7.4435,-56.231,102.26,-21.513
7.3674,-56.517,101.33,-22.15
7.2929,-56.809,100.4,-22.786
7.2199,-57.108,99.47,-23.423
7.1483,-57.413,98.528,-24.059
7.0781,-57.725,97.579,-24.696
7.0093,-58.044,96.623,-25.333
6.9418,-58.369,95.659,-25.971
6.8755,-58.702,94.688,-26.61
6.8106,-59.041,93.709,-27.25
6.7468,-59.387,92.722,-27.892
6.6842,-59.739,91.726,-28.535
6.6227,-60.099,90.721,-29.18
6.5623,-60.466,89.707,-29.826
6.503,-60.84,88.684,-30.475
6.4452,-61.22,87.651,-31.128
6.388,-61.609,86.608,-31.782
6.3303,-62.01,85.554,-32.436
6.2751,-62.414,84.49,-33.096
6.2261,-62.809,83.416,-33.775
6.1728,-63.229,82.328,-34.443
6.1008,-63.72,81.219,-35.061
6.049,-64.157,80.106,-35.737
6.0699,-64.372,79.011,-36.617
6.0211,-64.823,77.87,-37.307
5.7088,-66.133,76.593,-37.274
5.6539,-66.626,75.421,-37.953
6.5676,-63.628,74.771,-41.601
6.6093,-57.684,76.898,-45.418
2.5514,-50.545,85.761,-43.695
-4.4558,-47.285,94.262,-38.453
-7.8447,-51.272,95.739,-32.989
-6.7918,-58.083,92.746,-29.17
-5.8995,-61.03,90.974,-27.995
-6.1735,-60.126,91.579,-28.294
-6.3812,-59.537,91.524,-28.939
-6.2475,-60.146,90.342,-29.511
-6.1249,-60.733,89.174,-30.094
-6.0933,-61.006,88.299,-30.695
-6.0601,-61.293,87.409,-31.299
-6.0042,-61.672,86.426,-31.902
-5.9496,-62.057,85.433,-32.509
-5.9021,-62.426,84.453,-33.121
-5.8553,-62.803,83.462,-33.736
-5.8076,-63.193,82.452,-34.355
-5.7607,-63.591,81.431,-34.978
-5.715,-63.994,80.4,-35.606
-5.67,-64.406,79.356,-36.238
-5.6256,-64.826,78.298,-36.876
-5.5819,-65.255,77.226,-37.519
-5.5389,-65.692,76.14,-38.168
-5.4966,-66.138,75.039,-38.823
-5.4549,-66.593,73.923,-39.484
-5.4139,-67.058,72.79,-40.152
-5.3735,-67.533,71.64,-40.827
-5.3337,-68.018,70.472,-41.51
-5.2944,-68.514,69.286,-42.201
-5.2558,-69.021,68.079,-42.9
-5.2177,-69.539,66.852,-43.608
-5.1801,-70.07,65.603,-44.327
-5.1431,-70.614,64.331,-45.055
-5.1066,-71.171,63.034,-45.795
-5.0706,-71.743,61.71,-46.547
-5.0351,-72.33,60.359,-47.311
-5.0001,-72.932,58.978,-48.09
-4.9655,-73.552,57.565,-48.883
-4.9313,-74.19,56.118,-49.692
-4.8976,-74.847,54.634,-50.518
-4.8643,-75.526,53.111,-51.363
-4.8313,-76.227,51.545,-52.229
-4.7987,-76.952,49.931,-53.117
-4.7662,-77.703,48.268,-54.028
-4.7341,-78.484,46.549,-54.967
-4.7024,-79.296,44.765,-55.939
-4.6707,-80.144,42.915,-56.941
-4.6381,-81.026,41.005,-57.969
-4.6059,-81.953,39.002,-59.045
-4.5767,-82.941,36.849,-60.21
-4.5449,-83.978,34.621,-61.401
-4.5012,-85.019,32.496,-62.485
-4.4629,-86.137,30.143,-63.72
-4.459,-87.534,26.829,-65.637
-4.4308,-89.008,23.646,-67.346
-4.2837,-89.886,23.145,-66.97
-4.1966,-90,23.055,-66.945
-4.5195,-90,17.125,-72.875
-4.5719,-90,9.7852,-80.215
-2.6281,-62.489,61.15,-56.362
5.6041,-37.931,114.94,-27.129
13.247,-38.078,130,-11.922
11.213,-48.523,126.69,-4.7832
9.1242,-53.344,120.21,-6.4445
9.5826,-52.336,121.66,-5.9992
9.8944,-51.124,123.11,-5.7685
9.2855,-51.472,122.12,-6.4085
8.6534,-51.895,121.02,-7.082
8.2649,-51.903,120.57,-7.5244
7.8917,-51.894,120.15,-7.9544
7.4641,-52.004,119.55,-8.4425
7.0404,-52.123,118.95,-8.9311
6.6384,-52.216,118.38,-9.4013
6.243,-52.312,117.82,-9.8687
5.8494,-52.42,117.24,-10.338
5.4615,-52.533,116.66,-10.806
5.0801,-52.647,116.08,-11.271
4.7043,-52.765,115.5,-11.734
4.3336,-52.887,114.92,-12.195
3.9682,-53.014,114.33,-12.655
3.608,-53.144,113.74,-13.114
3.2528,-53.278,113.15,-13.57
2.9026,-53.415,112.56,-14.026
2.5572,-53.556,111.96,-14.48
2.2165,-53.701,111.37,-14.933
1.8806,-53.849,110.77,-15.385
1.5492,-54.001,110.16,-15.836
1.2223,-54.156,109.56,-16.285
0.89975,-54.315,108.95,-16.734
0.58153,-54.477,108.34,-17.182
0.26754,-54.642,107.73,-17.629
-0.042312,-54.811,107.11,-18.076
-0.34809,-54.984,106.49,-18.522
-0.64991,-55.159,105.87,-18.967
-0.9478,-55.338,105.25,-19.412
-1.2419,-55.521,104.62,-19.856
-1.5321,-55.706,103.99,-20.3
-1.8187,-55.895,103.36,-20.743
-2.1017,-56.087,102.73,-21.186
-2.3811,-56.283,102.09,-21.63
-2.657,-56.481,101.45,-22.072
-2.9294,-56.684,100.8,-22.515
-3.1984,-56.889,100.15,-22.958
-3.4646,-57.096,99.502,-23.402
-3.7274,-57.307,98.848,-23.845
-3.9852,-57.528,98.186,-24.286
-4.2407,-57.749,97.522,-24.729
-4.4993,-57.95,96.87,-25.179
-4.7522,-58.165,96.208,-25.627
-4.9789,-58.469,95.482,-26.049
-5.2129,-58.739,94.778,-26.483
-5.5297,-58.692,94.295,-27.013
-5.8068,-58.786,93.711,-27.502
-5.7635,-60.072,92.28,-27.648
-5.8523,-60.86,91.188,-27.952
-7.1152,-57.053,93.279,-29.669
-7.7217,-50.195,95.919,-33.886
-3.2947,-47.343,93.239,-39.418
3.5873,-51.689,83.896,-44.415
6.8213,-58.8,76.224,-44.976
6.4063,-64.325,74.998,-40.678
5.5502,-66.906,75.163,-37.931
5.6345,-66.56,75.126,-38.314
6.0745,-65.852,75.206,-38.942
6.5254,-65.829,75.497,-38.675
6.9774,-65.887,75.802,-38.311
7.4297,-65.766,76.04,-38.194
7.882,-65.627,76.263,-38.111
8.3348,-65.541,76.491,-37.968
8.7879,-65.466,76.712,-37.823
9.241,-65.38,76.919,-37.7
9.6941,-65.297,77.117,-37.586
10.147,-65.222,77.306,-37.472
10.6,-65.15,77.487,-37.363
11.053,-65.082,77.658,-37.26
11.506,-65.017,77.82,-37.163
11.959,-64.955,77.973,-37.071
12.411,-64.898,78.117,-36.984
12.863,-64.844,78.252,-36.903
13.315,-64.794,78.378,-36.828
13.766,-64.748,78.495,-36.757
14.216,-64.705,78.603,-36.692
14.666,-64.665,78.702,-36.633
15.116,-64.63,78.792,-36.579
15.565,-64.597,78.873,-36.53
16.013,-64.569,78.945,-36.486
16.46,-64.544,79.008,-36.448
16.906,-64.522,79.062,-36.416
17.352,-64.505,79.107,-36.389
17.796,-64.49,79.143,-36.367
18.24,-64.479,79.17,-36.35
18.682,-64.472,79.189,-36.339
19.124,-64.468,79.198,-36.334
19.564,-64.468,79.199,-36.333
20.003,-64.472,79.19,-36.338
20.44,-64.478,79.173,-36.349
20.877,-64.489,79.146,-36.365
21.312,-64.503,79.111,-36.386
21.745,-64.52,79.067,-36.413
22.177,-64.542,79.013,-36.445
22.607,-64.567,78.951,-36.482
23.037,-64.594,78.881,-36.525
23.465,-64.624,78.802,-36.574
23.888,-64.665,78.709,-36.627
24.309,-64.707,78.608,-36.685
24.744,-64.732,78.516,-36.752
25.174,-64.764,78.412,-36.824
25.545,-64.881,78.23,-36.888
25.925,-64.987,78.054,-36.96
26.517,-64.795,78.114,-37.091
27.069,-64.662,78.115,-37.222
26.826,-65.642,77.216,-37.142
26.715,-66.444,76.447,-37.109
29.532,-63.067,78.902,-38.031
31.612,-56.706,81.843,-41.451
21.634,-54.622,78.003,-47.374
2.9376,-66.472,52.713,-60.815
-6.3022,-84.197,21.652,-74.151
-5.8247,-90,17.561,-72.439
-3.7196,-90,22.782,-67.218
-3.9193,-90,22.399,-67.601
-4.3577,-90,21.102,-68.898
-3.9563,-90,21.286,-68.714
-3.4008,-90,21.741,-68.259
-3.0658,-90,21.799,-68.201
-2.7717,-90,21.781,-68.219
-2.416,-90,21.87,-68.13
-2.0477,-90,21.978,-68.022
-1.6945,-89.88,22.282,-67.837
-1.342,-89.551,22.976,-67.473
-0.97851,-89.113,23.896,-66.992
-0.60985,-88.627,24.91,-66.463
-0.23987,-88.137,25.932,-65.931
0.13118,-87.664,26.919,-65.418
0.50322,-87.218,27.851,-64.931
0.87573,-86.8,28.727,-64.474
1.2485,-86.408,29.547,-64.044
1.6215,-86.041,30.319,-63.64
1.9948,-85.696,31.047,-63.257
2.3685,-85.37,31.735,-62.895
2.7426,-85.061,32.388,-62.551
3.117,-84.768,33.008,-62.224
3.4917,-84.49,33.598,-61.912
3.8667,-84.226,34.159,-61.615
4.242,-83.974,34.694,-61.332
4.6175,-83.735,35.204,-61.061
4.9934,-83.507,35.69,-60.803
5.3694,-83.29,36.154,-60.557
5.7457,-83.083,36.595,-60.322
6.1221,-82.886,37.016,-60.097
6.4986,-82.699,37.417,-59.884
6.8753,-82.521,37.799,-59.68
7.2521,-82.352,38.162,-59.486
7.6289,-82.191,38.507,-59.302
8.0057,-82.039,38.834,-59.127
8.3825,-81.895,39.143,-58.962
8.7593,-81.759,39.436,-58.805
9.136,-81.631,39.713,-58.656
9.5125,-81.51,39.974,-58.516
9.8891,-81.396,40.218,-58.386
10.266,-81.289,40.447,-58.264
10.641,-81.192,40.662,-58.146
11.017,-81.101,40.863,-58.035
11.394,-81.01,41.042,-57.948
11.771,-80.925,41.204,-57.87
12.14,-80.876,41.381,-57.742
12.507,-80.835,41.549,-57.616
12.905,-80.691,41.594,-57.714
13.304,-80.553,41.601,-57.846
13.592,-80.82,42.009,-57.171
13.874,-81.121,42.467,-56.412
14.548,-79.896,41.376,-58.727
15.023,-75.935,41.053,-63.011
13.279,-66.716,53.116,-60.168
8.7626,-57.146,71.843,-51.011
5.0624,-56.113,80.392,-43.495
5.1008,-62.184,78.232,-39.584
6.0697,-67.088,74.282,-38.629
6.0883,-67.008,74.406,-38.586
5.7446,-65.894,75.217,-38.889
5.4978,-66.204,74.473,-39.323
5.2835,-66.88,73.333,-39.787
5.0399,-67.187,72.584,-40.229
4.7899,-67.399,71.934,-40.667
4.5506,-67.717,71.167,-41.116
4.3156,-68.067,70.362,-41.571
4.0802,-68.394,69.578,-42.028
3.8462,-68.72,68.793,-42.488
3.6148,-69.058,67.99,-42.953
3.3855,-69.403,67.175,-43.422
3.1579,-69.752,66.352,-43.896
2.9321,-70.106,65.52,-44.375
2.7083,-70.466,64.675,-44.858
2.4864,-70.833,63.82,-45.347
2.2662,-71.206,62.952,-45.841
2.0479,-71.586,62.073,-46.341
1.8314,-71.973,61.181,-46.847
1.6166,-72.366,60.275,-47.359
1.4036,-72.768,59.355,-47.877
1.1924,-73.177,58.421,-48.402
0.98287,-73.594,57.471,-48.935
0.77507,-74.019,56.506,-49.475
0.56896,-74.454,55.524,-50.023
0.36453,-74.897,54.523,-50.579
0.16177,-75.351,53.505,-51.145
-0.039347,-75.815,52.466,-51.719
-0.23882,-76.289,51.407,-52.304
-0.43667,-76.775,50.325,-52.899
-0.6329,-77.274,49.22,-53.506
-0.82752,-77.785,48.09,-54.125
-1.0205,-78.31,46.934,-54.756
-1.212,-78.85,45.749,-55.402
-1.4018,-79.405,44.533,-56.062
-1.5901,-79.977,43.284,-56.739
-1.7768,-80.568,42,-57.433
-1.9617,-81.178,40.677,-58.145
-2.1449,-81.809,39.314,-58.878
-2.3272,-82.463,37.903,-59.634
-2.5081,-83.143,36.442,-60.416
-2.6845,-83.85,34.933,-61.217
-2.8581,-84.586,33.368,-62.046
-3.0401,-85.356,31.714,-62.93
-3.2236,-86.166,29.974,-63.86
-3.3673,-87.012,28.244,-64.744
-3.4957,-87.887,26.486,-65.627
-3.7576,-88.817,24.314,-66.869
-4.0634,-89.856,21.819,-68.325
-3.8769,-90,22.116,-67.884
-3.4735,-90,23.195,-66.805
-4.933,-90,19.968,-70.032
-6.8932,-90,12.308,-77.692
-2.1842,-80.377,25.73,-73.893
15.32,-56.858,72.276,-50.866
30.119,-55.033,81.925,-43.042
30.798,-60.92,80.249,-38.831
27.272,-65.972,76.754,-37.274
27.056,-66.281,76.399,-37.321
28.065,-64.914,77.726,-37.361
28.331,-64.398,78.899,-36.703
28.333,-64.198,79.978,-35.824
28.546,-63.769,81.106,-35.124
28.836,-63.264,82.244,-34.492
29.074,-62.832,83.351,-33.816
29.295,-62.432,84.441,-33.127
29.535,-62.022,85.524,-32.454
29.785,-61.614,86.597,-31.789
30.035,-61.218,87.658,-31.124
30.287,-60.831,88.709,-30.46
30.545,-60.451,89.75,-29.799
30.808,-60.077,90.782,-29.141
31.075,-59.711,91.805,-28.484
31.347,-59.352,92.819,-27.829
31.623,-59,93.825,-27.175
31.905,-58.656,94.822,-26.522
32.191,-58.318,95.812,-25.871
32.483,-57.987,96.794,-25.22
32.78,-57.663,97.768,-24.569
33.083,-57.345,98.736,-23.919
33.391,-57.035,99.696,-23.269
33.705,-56.731,100.65,-22.618
34.025,-56.434,101.6,-21.968
34.351,-56.144,102.54,-21.316
34.684,-55.861,103.48,-20.664
35.023,-55.585,104.4,-20.01
35.369,-55.316,105.33,-19.355
35.721,-55.053,106.25,-18.699
36.081,-54.798,107.16,-18.041
36.448,-54.55,108.07,-17.381
36.823,-54.309,108.97,-16.718
37.206,-54.075,109.87,-16.053
37.596,-53.849,110.77,-15.385
37.996,-53.63,111.66,-14.715
38.403,-53.419,112.54,-14.04
38.82,-53.216,113.42,-13.363
39.245,-53.022,114.3,-12.681
39.681,-52.833,115.17,-11.995
40.128,-52.653,116.04,-11.304
40.581,-52.486,116.9,-10.61
41.041,-52.333,117.76,-9.9107
41.529,-52.165,118.63,-9.2018
42.04,-51.992,119.52,-8.4841
42.497,-51.914,120.31,-7.7769
42.923,-51.9,121.03,-7.0739
43.612,-51.58,122.12,-6.3008
44.489,-51.066,123.45,-5.4814
44.41,-51.735,123.38,-4.8852
43.693,-53.163,122.36,-4.474
46.681,-50.285,126.6,-3.1167
52.582,-40.504,130,-9.4958
42.373,-34.38,126.41,-19.213
22.533,-48.804,89.137,-42.059
13.62,-73.247,42.44,-64.313
12.948,-82.52,31.629,-65.851
14.391,-80.937,42.009,-57.054
14.632,-80.115,44.41,-55.475
14.226,-80.483,41.995,-57.521
14.246,-79.871,43.159,-56.97
14.475,-78.666,46.224,-55.11
14.596,-77.732,48.325,-53.942
14.662,-76.977,49.875,-53.148
14.759,-76.199,51.589,-52.212
14.873,-75.421,53.359,-51.221
14.98,-74.685,55.015,-50.3
15.085,-73.981,56.595,-49.423
15.193,-73.297,58.148,-48.555
15.303,-72.632,59.669,-47.699
15.415,-71.987,61.15,-46.863
15.528,-71.361,62.596,-46.043
15.642,-70.751,64.012,-45.236
15.759,-70.157,65.401,-44.442
15.877,-69.578,66.762,-43.66
15.997,-69.013,68.099,-42.888
16.119,-68.461,69.413,-42.126
16.243,-67.922,70.704,-41.374
16.368,-67.394,71.975,-40.63
16.496,-66.879,73.227,-39.894
16.625,-66.374,74.46,-39.166
16.757,-65.88,75.676,-38.444
16.891,-65.396,76.875,-37.729
17.027,-64.922,78.059,-37.02
17.165,-64.457,79.227,-36.316
17.305,-64.002,80.381,-35.617
17.448,-63.555,81.522,-34.923
17.593,-63.117,82.649,-34.233
17.741,-62.688,83.765,-33.548
17.891,-62.267,84.868,-32.865
18.044,-61.854,85.96,-32.187
18.199,-61.449,87.041,-31.511
18.357,-61.051,88.111,-30.838
18.519,-60.662,89.171,-30.167
18.682,-60.279,90.222,-29.499
18.849,-59.905,91.263,-28.832
19.019,-59.537,92.296,-28.167
19.192,-59.176,93.32,-27.504
19.369,-58.821,94.337,-26.842
19.549,-58.478,95.342,-26.18
19.733,-58.145,96.337,-25.517
19.918,-57.804,97.337,-24.859
20.104,-57.453,98.341,-24.206
20.304,-57.171,99.293,-23.536
20.52,-56.954,100.2,-22.849
20.697,-56.517,101.26,-22.225
20.837,-55.863,102.47,-21.667
21.14,-56.069,103.07,-20.86
21.603,-57.13,103.05,-19.82
21.479,-55,105.32,-19.683
20.663,-47.534,109.92,-22.548
21.761,-41.965,108.33,-29.702
25.436,-45.853,95.392,-38.754
27.985,-54.979,80.47,-44.551
28.308,-61.753,76.245,-42.003
27.85,-65.342,77.488,-37.17
27.804,-65.841,77.819,-36.34
27.871,-65.151,77.361,-37.488
27.622,-65.188,76.847,-37.965
27.228,-65.614,76.364,-38.022
26.903,-65.865,75.857,-38.278
26.62,-66.014,75.336,-38.65
26.321,-66.214,74.813,-38.972
26.012,-66.445,74.287,-39.268
25.71,-66.667,73.753,-39.58
25.412,-66.884,73.212,-39.904
25.114,-67.108,72.665,-40.226
24.818,-67.338,72.112,-40.55
24.523,-67.57,71.552,-40.878
24.23,-67.804,70.986,-41.21
23.939,-68.043,70.413,-41.545
23.649,-68.285,69.832,-41.883
23.361,-68.531,69.245,-42.224
23.075,-68.78,68.65,-42.569
22.79,-69.034,68.048,-42.918
22.507,-69.291,67.439,-43.27
22.225,-69.553,66.821,-43.626
21.945,-69.818,66.196,-43.986
21.666,-70.088,65.562,-44.35
21.389,-70.362,64.921,-44.718
21.114,-70.64,64.27,-45.09
20.84,-70.923,63.611,-45.466
20.568,-71.211,62.943,-45.847
20.298,-71.503,62.265,-46.232
20.029,-71.801,61.578,-46.622
19.761,-72.103,60.881,-47.016
19.495,-72.411,60.173,-47.416
19.231,-72.724,59.455,-47.821
18.968,-73.043,58.727,-48.231
18.707,-73.367,57.987,-48.646
18.447,-73.698,57.235,-49.067
18.189,-74.035,56.471,-49.494
17.933,-74.378,55.695,-49.927
17.678,-74.728,54.905,-50.367
17.424,-75.085,54.102,-50.813
17.172,-75.449,53.285,-51.266
16.921,-75.821,52.453,-51.726
16.672,-76.2,51.605,-52.194
16.425,-76.588,50.742,-52.67
16.178,-76.985,49.861,-53.154
15.934,-77.391,48.962,-53.647
15.691,-77.806,48.045,-54.149
15.449,-78.231,47.108,-54.661
15.209,-78.667,46.15,-55.183
14.97,-79.114,45.17,-55.716
14.733,-79.573,44.167,-56.26
14.497,-80.045,43.139,-56.817
14.263,-80.53,42.084,-57.386
